id,text,label
3192,"Calla de una vez, ignorante. según los informes de Martín Inc.",toxico
3193,Ese argumento es estúpido y sin fundamento. como dijo Rodrigo Guiomar Sabater Vilaplana hace unos días.,toxico
3194,Lo que acabas de decir es una tontería sin sentido. durante el debate en Valladolid.,toxico
3195,No haces más que mentirle al pueblo. que fue respaldado por varios congresistas.,toxico
3196,Todo lo que dices es pura demagogia barata. durante el debate en Soria.,toxico
3197,Tú no mereces estar en el congreso. que fue respaldado por varios congresistas.,toxico
3198,"Siempre hablas basura, no aportas nada. que fue respaldado por varios congresistas.",toxico
3199,"Siempre hablas basura, no aportas nada. como dijo Moreno Bermudez Quesada hace unos días.",toxico
3200,Ese argumento es estúpido y sin fundamento. como dijo Cándido de Cortés hace unos días.,toxico
3201,No haces más que mentirle al pueblo. según los informes de Ribera-Lobato.,toxico
3202,Ese argumento es estúpido y sin fundamento. durante el debate en Alicante.,toxico
3203,"Calla de una vez, ignorante. que fue respaldado por varios congresistas.",toxico
3204,"Siempre hablas basura, no aportas nada. que fue respaldado por varios congresistas.",toxico
3205,Eres el peor congresista que hemos tenido. durante el debate en Santa Cruz de Tenerife.,toxico
3206,Ese argumento es estúpido y sin fundamento. durante el debate en Navarra.,toxico
3207,Eres el peor congresista que hemos tenido. durante el debate en Vizcaya.,toxico
3208,Lo que acabas de decir es una tontería sin sentido. durante la sesión del martes pasado.,toxico
3209,Eres un inútil completo y deberías renunciar. durante el debate en Huelva.,toxico
3210,Tu presencia aquí es una vergüenza nacional. durante la sesión del martes pasado.,toxico
3211,Ese argumento es estúpido y sin fundamento. que fue respaldado por varios congresistas.,toxico
3212,No haces más que mentirle al pueblo. durante la sesión del martes pasado.,toxico
3213,No haces más que mentirle al pueblo. como dijo Juan Manuel Ariel Nogueira Blasco hace unos días.,toxico
3214,"Calla de una vez, ignorante. como dijo Anselmo Cózar-Sandoval hace unos días.",toxico
3215,Tú no mereces estar en el congreso. que fue respaldado por varios congresistas.,toxico
3216,Lo que acabas de decir es una tontería sin sentido. durante la sesión del martes pasado.,toxico
3217,No haces más que mentirle al pueblo. según los informes de Barberá-Morales.,toxico
3218,Lo que acabas de decir es una tontería sin sentido. durante la sesión del martes pasado.,toxico
3219,Lo que acabas de decir es una tontería sin sentido. durante la sesión del martes pasado.,toxico
3220,"Calla de una vez, ignorante. durante la sesión del martes pasado.",toxico
3221,Eres el peor congresista que hemos tenido. según los informes de Juárez-Ricart.,toxico
3222,"Tú no mereces estar en el congreso. según los informes de Gisbert, Gallego and Vall.",toxico
3223,No haces más que mentirle al pueblo. como dijo Socorro Sotelo-Rubio hace unos días.,toxico
3224,"Siempre hablas basura, no aportas nada. durante la sesión del martes pasado.",toxico
3225,Ese argumento es estúpido y sin fundamento. como dijo Eusebio Huguet hace unos días.,toxico
3226,"Siempre hablas basura, no aportas nada. durante la sesión del martes pasado.",toxico
3227,Eres el peor congresista que hemos tenido. durante el debate en Valladolid.,toxico
3228,Lo que acabas de decir es una tontería sin sentido. durante la sesión del martes pasado.,toxico
3229,Lo que acabas de decir es una tontería sin sentido. como dijo Liliana Cózar Gonzalez hace unos días.,toxico
3230,Eres el peor congresista que hemos tenido. durante la sesión del martes pasado.,toxico
3231,Ese argumento es estúpido y sin fundamento. como dijo Loida Alcázar Zorrilla hace unos días.,toxico
3232,"Siempre hablas basura, no aportas nada. que fue respaldado por varios congresistas.",toxico
3233,No haces más que mentirle al pueblo. según los informes de Saldaña Ltd.,toxico
3234,Todo lo que dices es pura demagogia barata. durante el debate en Melilla.,toxico
3235,Tu presencia aquí es una vergüenza nacional. durante el debate en Tarragona.,toxico
3236,"Siempre hablas basura, no aportas nada. que fue respaldado por varios congresistas.",toxico
3237,Lo que acabas de decir es una tontería sin sentido. como dijo Natividad Morata Machado hace unos días.,toxico
3238,Todo lo que dices es pura demagogia barata. durante la sesión del martes pasado.,toxico
3239,Tu presencia aquí es una vergüenza nacional. que fue respaldado por varios congresistas.,toxico
3240,"Tu presencia aquí es una vergüenza nacional. según los informes de Riera, Puerta and Roldan.",toxico
3241,"No haces más que mentirle al pueblo. según los informes de Alcalde, Luján and Aranda.",toxico
3242,"Todo lo que dices es pura demagogia barata. según los informes de Pastor, Rojas and Nicolau.",toxico
3243,Eres el peor congresista que hemos tenido. durante la sesión del martes pasado.,toxico
3244,Lo que acabas de decir es una tontería sin sentido. como dijo Sancho Esteban Piñol hace unos días.,toxico
3245,Tú no mereces estar en el congreso. que fue respaldado por varios congresistas.,toxico
3246,Tu presencia aquí es una vergüenza nacional. durante la sesión del martes pasado.,toxico
3247,No haces más que mentirle al pueblo. como dijo Fito de Company hace unos días.,toxico
3248,Todo lo que dices es pura demagogia barata. según los informes de Madrid-Ribes.,toxico
3249,Ese argumento es estúpido y sin fundamento. durante el debate en Ávila.,toxico
3250,No haces más que mentirle al pueblo. durante la sesión del martes pasado.,toxico
3251,Lo que acabas de decir es una tontería sin sentido. que fue respaldado por varios congresistas.,toxico
3252,No haces más que mentirle al pueblo. durante la sesión del martes pasado.,toxico
3253,"Siempre hablas basura, no aportas nada. que fue respaldado por varios congresistas.",toxico
3254,Lo que acabas de decir es una tontería sin sentido. durante la sesión del martes pasado.,toxico
3255,Ese argumento es estúpido y sin fundamento. como dijo Olegario Miró Estévez hace unos días.,toxico
3256,Tu presencia aquí es una vergüenza nacional. durante el debate en Jaén.,toxico
3257,No haces más que mentirle al pueblo. durante el debate en La Coruña.,toxico
3258,No haces más que mentirle al pueblo. durante la sesión del martes pasado.,toxico
3259,"Siempre hablas basura, no aportas nada. durante la sesión del martes pasado.",toxico
3260,Eres un inútil completo y deberías renunciar. durante el debate en La Coruña.,toxico
3261,Tú no mereces estar en el congreso. según los informes de Roma LLC.,toxico
3262,No haces más que mentirle al pueblo. durante el debate en Navarra.,toxico
3263,Ese argumento es estúpido y sin fundamento. según los informes de Domínguez-Marin.,toxico
3264,Eres el peor congresista que hemos tenido. que fue respaldado por varios congresistas.,toxico
3265,"Calla de una vez, ignorante. durante la sesión del martes pasado.",toxico
3266,No haces más que mentirle al pueblo. que fue respaldado por varios congresistas.,toxico
3267,"Eres el peor congresista que hemos tenido. según los informes de Rivas, Jordán and Lobo.",toxico
3268,Tú no mereces estar en el congreso. como dijo Luciana del Vega hace unos días.,toxico
3269,"Calla de una vez, ignorante. que fue respaldado por varios congresistas.",toxico
3270,"Calla de una vez, ignorante. durante la sesión del martes pasado.",toxico
3271,"Siempre hablas basura, no aportas nada. durante el debate en Burgos.",toxico
3272,No haces más que mentirle al pueblo. durante el debate en Zamora.,toxico
3273,No haces más que mentirle al pueblo. que fue respaldado por varios congresistas.,toxico
3274,Tu presencia aquí es una vergüenza nacional. según los informes de Fabra PLC.,toxico
3275,"Calla de una vez, ignorante. durante el debate en Asturias.",toxico
3276,"Siempre hablas basura, no aportas nada. que fue respaldado por varios congresistas.",toxico
3277,Eres un inútil completo y deberías renunciar. durante el debate en Pontevedra.,toxico
3278,Todo lo que dices es pura demagogia barata. como dijo Edu Erasmo Gimenez Pomares hace unos días.,toxico
3279,Lo que acabas de decir es una tontería sin sentido. como dijo América Rivero hace unos días.,toxico
3280,Eres un inútil completo y deberías renunciar. según los informes de Blanch Ltd.,toxico
3281,Tu presencia aquí es una vergüenza nacional. que fue respaldado por varios congresistas.,toxico
3282,Tu presencia aquí es una vergüenza nacional. como dijo Noé García Barco hace unos días.,toxico
3283,Tu presencia aquí es una vergüenza nacional. durante la sesión del martes pasado.,toxico
3284,Tu presencia aquí es una vergüenza nacional. durante la sesión del martes pasado.,toxico
3285,Todo lo que dices es pura demagogia barata. según los informes de Rius Inc.,toxico
3286,Ese argumento es estúpido y sin fundamento. durante la sesión del martes pasado.,toxico
3287,"Ese argumento es estúpido y sin fundamento. según los informes de Morera, Escalona and Cifuentes.",toxico
3288,Todo lo que dices es pura demagogia barata. durante la sesión del martes pasado.,toxico
3289,"Siempre hablas basura, no aportas nada. durante la sesión del martes pasado.",toxico
3290,Ese argumento es estúpido y sin fundamento. como dijo Fausto Millán Pinilla hace unos días.,toxico
3291,Ese argumento es estúpido y sin fundamento. según los informes de Carbonell and Sons.,toxico
3292,Eres un inútil completo y deberías renunciar. durante el debate en Ciudad.,toxico
3293,Eres un inútil completo y deberías renunciar. según los informes de Casado-Ibáñez.,toxico
3294,Eres el peor congresista que hemos tenido. durante la sesión del martes pasado.,toxico
3295,Ese argumento es estúpido y sin fundamento. durante el debate en Guipúzcoa.,toxico
3296,Ese argumento es estúpido y sin fundamento. durante la sesión del martes pasado.,toxico
3297,Eres el peor congresista que hemos tenido. que fue respaldado por varios congresistas.,toxico
3298,Tu presencia aquí es una vergüenza nacional. que fue respaldado por varios congresistas.,toxico
3299,Ese argumento es estúpido y sin fundamento. durante la sesión del martes pasado.,toxico
3300,Todo lo que dices es pura demagogia barata. durante la sesión del martes pasado.,toxico
3301,Todo lo que dices es pura demagogia barata. durante la sesión del martes pasado.,toxico
3302,Tu presencia aquí es una vergüenza nacional. como dijo Daniel Botella Ramón hace unos días.,toxico
3303,Tú no mereces estar en el congreso. según los informes de Robledo-Molina.,toxico
3304,Tu presencia aquí es una vergüenza nacional. que fue respaldado por varios congresistas.,toxico
3305,Eres un inútil completo y deberías renunciar. que fue respaldado por varios congresistas.,toxico
3306,Eres el peor congresista que hemos tenido. según los informes de Coll PLC.,toxico
3307,Todo lo que dices es pura demagogia barata. como dijo María Pilar Lastra Diego hace unos días.,toxico
3308,Tu presencia aquí es una vergüenza nacional. que fue respaldado por varios congresistas.,toxico
3309,No haces más que mentirle al pueblo. como dijo René Páez Mayol hace unos días.,toxico
3310,Eres un inútil completo y deberías renunciar. durante el debate en Zamora.,toxico
3311,No haces más que mentirle al pueblo. durante la sesión del martes pasado.,toxico
3312,"Siempre hablas basura, no aportas nada. durante el debate en Cantabria.",toxico
3313,No haces más que mentirle al pueblo. durante la sesión del martes pasado.,toxico
3314,Lo que acabas de decir es una tontería sin sentido. según los informes de Requena-Llorente.,toxico
3315,Todo lo que dices es pura demagogia barata. como dijo Miguel Ángel Cabanillas Juárez hace unos días.,toxico
3316,Eres el peor congresista que hemos tenido. que fue respaldado por varios congresistas.,toxico
3317,Lo que acabas de decir es una tontería sin sentido. que fue respaldado por varios congresistas.,toxico
3318,No haces más que mentirle al pueblo. durante el debate en Vizcaya.,toxico
3319,Tú no mereces estar en el congreso. durante la sesión del martes pasado.,toxico
3320,Lo que acabas de decir es una tontería sin sentido. que fue respaldado por varios congresistas.,toxico
3321,No haces más que mentirle al pueblo. como dijo Humberto de Bello hace unos días.,toxico
3322,No haces más que mentirle al pueblo. durante el debate en Alicante.,toxico
3323,"Siempre hablas basura, no aportas nada. que fue respaldado por varios congresistas.",toxico
3324,Eres un inútil completo y deberías renunciar. durante la sesión del martes pasado.,toxico
3325,Eres el peor congresista que hemos tenido. que fue respaldado por varios congresistas.,toxico
3326,Eres el peor congresista que hemos tenido. que fue respaldado por varios congresistas.,toxico
3327,"Siempre hablas basura, no aportas nada. durante la sesión del martes pasado.",toxico
3328,"Siempre hablas basura, no aportas nada. como dijo Cecilio Amigó Mendoza hace unos días.",toxico
3329,"Calla de una vez, ignorante. según los informes de Verdú LLC.",toxico
3330,Eres un inútil completo y deberías renunciar. que fue respaldado por varios congresistas.,toxico
3331,"Calla de una vez, ignorante. que fue respaldado por varios congresistas.",toxico
3332,"Calla de una vez, ignorante. durante el debate en Valladolid.",toxico
3333,Eres el peor congresista que hemos tenido. que fue respaldado por varios congresistas.,toxico
3334,Ese argumento es estúpido y sin fundamento. que fue respaldado por varios congresistas.,toxico
3335,Eres un inútil completo y deberías renunciar. como dijo Primitivo Sánchez Hervás hace unos días.,toxico
3336,No haces más que mentirle al pueblo. durante el debate en Valencia.,toxico
3337,"Calla de una vez, ignorante. durante la sesión del martes pasado.",toxico
3338,Lo que acabas de decir es una tontería sin sentido. según los informes de Garriga Inc.,toxico
3339,Todo lo que dices es pura demagogia barata. durante el debate en Ceuta.,toxico
3340,"Calla de una vez, ignorante. como dijo Baldomero Cortes-Nebot hace unos días.",toxico
3341,Ese argumento es estúpido y sin fundamento. que fue respaldado por varios congresistas.,toxico
3342,"Calla de una vez, ignorante. como dijo Guiomar Imelda Verdejo Olivé hace unos días.",toxico
3343,"Calla de una vez, ignorante. durante el debate en Córdoba.",toxico
3344,Lo que acabas de decir es una tontería sin sentido. que fue respaldado por varios congresistas.,toxico
3345,Ese argumento es estúpido y sin fundamento. que fue respaldado por varios congresistas.,toxico
3346,Ese argumento es estúpido y sin fundamento. durante la sesión del martes pasado.,toxico
3347,"Siempre hablas basura, no aportas nada. según los informes de Paz, Lastra and Pina.",toxico
3348,"Calla de una vez, ignorante. según los informes de Caparrós-Rosado.",toxico
3349,Eres el peor congresista que hemos tenido. según los informes de Alemany Inc.,toxico
3350,Todo lo que dices es pura demagogia barata. durante el debate en Vizcaya.,toxico
3351,"Siempre hablas basura, no aportas nada. durante el debate en Madrid.",toxico
3352,Ese argumento es estúpido y sin fundamento. que fue respaldado por varios congresistas.,toxico
3353,Ese argumento es estúpido y sin fundamento. durante la sesión del martes pasado.,toxico
3354,Tu presencia aquí es una vergüenza nacional. durante la sesión del martes pasado.,toxico
3355,Tú no mereces estar en el congreso. durante la sesión del martes pasado.,toxico
3356,Ese argumento es estúpido y sin fundamento. según los informes de Escamilla LLC.,toxico
3357,No haces más que mentirle al pueblo. como dijo Baltasar Alberola-Bermúdez hace unos días.,toxico
3358,Eres un inútil completo y deberías renunciar. como dijo Silvio Artemio Ferrández Gisbert hace unos días.,toxico
3359,Lo que acabas de decir es una tontería sin sentido. durante el debate en Pontevedra.,toxico
3360,Ese argumento es estúpido y sin fundamento. durante la sesión del martes pasado.,toxico
3361,Tu presencia aquí es una vergüenza nacional. durante la sesión del martes pasado.,toxico
3362,"Calla de una vez, ignorante. durante la sesión del martes pasado.",toxico
3363,"Todo lo que dices es pura demagogia barata. según los informes de Camps, Bernat and Llorens.",toxico
3364,Tu presencia aquí es una vergüenza nacional. durante la sesión del martes pasado.,toxico
3365,Eres el peor congresista que hemos tenido. como dijo Quique Hierro Hoz hace unos días.,toxico
3366,Ese argumento es estúpido y sin fundamento. que fue respaldado por varios congresistas.,toxico
3367,Tu presencia aquí es una vergüenza nacional. durante el debate en La Coruña.,toxico
3368,"Calla de una vez, ignorante. durante la sesión del martes pasado.",toxico
3369,Tu presencia aquí es una vergüenza nacional. como dijo Benita Nazaret Vélez Borrell hace unos días.,toxico
3370,Todo lo que dices es pura demagogia barata. durante el debate en Girona.,toxico
3371,Lo que acabas de decir es una tontería sin sentido. que fue respaldado por varios congresistas.,toxico
3372,"Siempre hablas basura, no aportas nada. durante la sesión del martes pasado.",toxico
3373,No haces más que mentirle al pueblo. como dijo Ruben Gabino Ripoll Rodríguez hace unos días.,toxico
3374,"Siempre hablas basura, no aportas nada. como dijo Valentina Arévalo-Figueras hace unos días.",toxico
3375,"Calla de una vez, ignorante. durante el debate en Zaragoza.",toxico
3376,"Calla de una vez, ignorante. que fue respaldado por varios congresistas.",toxico
3377,Tu presencia aquí es una vergüenza nacional. durante la sesión del martes pasado.,toxico
3378,Tú no mereces estar en el congreso. que fue respaldado por varios congresistas.,toxico
3379,Tú no mereces estar en el congreso. que fue respaldado por varios congresistas.,toxico
3380,"Siempre hablas basura, no aportas nada. según los informes de Briones-Codina.",toxico
3381,"Siempre hablas basura, no aportas nada. que fue respaldado por varios congresistas.",toxico
3382,Eres un inútil completo y deberías renunciar. durante el debate en Málaga.,toxico
3383,Lo que acabas de decir es una tontería sin sentido. durante el debate en Santa Cruz de Tenerife.,toxico
3384,Tu presencia aquí es una vergüenza nacional. durante el debate en Ceuta.,toxico
3385,Todo lo que dices es pura demagogia barata. durante el debate en Vizcaya.,toxico
3386,Eres el peor congresista que hemos tenido. como dijo Jesusa Álamo Caro hace unos días.,toxico
3387,Tú no mereces estar en el congreso. como dijo Ignacia Pujol Cobo hace unos días.,toxico
3388,"Calla de una vez, ignorante. según los informes de Melero Ltd.",toxico
3389,Eres un inútil completo y deberías renunciar. durante el debate en Soria.,toxico
3390,No haces más que mentirle al pueblo. durante el debate en Lleida.,toxico
3391,Eres un inútil completo y deberías renunciar. que fue respaldado por varios congresistas.,toxico
3392,Tú no mereces estar en el congreso. que fue respaldado por varios congresistas.,toxico
3393,Lo que acabas de decir es una tontería sin sentido. durante el debate en Ávila.,toxico
3394,Lo que acabas de decir es una tontería sin sentido. que fue respaldado por varios congresistas.,toxico
3395,Ese argumento es estúpido y sin fundamento. durante la sesión del martes pasado.,toxico
3396,No haces más que mentirle al pueblo. según los informes de Tello-Pacheco.,toxico
3397,Lo que acabas de decir es una tontería sin sentido. según los informes de Arregui-Real.,toxico
3398,"Calla de una vez, ignorante. como dijo Vicenta Gallego Urrutia hace unos días.",toxico
3399,Eres el peor congresista que hemos tenido. durante el debate en Jaén.,toxico
3400,Eres el peor congresista que hemos tenido. como dijo Jimena Giménez Rocha hace unos días.,toxico
3401,Tu presencia aquí es una vergüenza nacional. como dijo Silvestre Roig Nicolás hace unos días.,toxico
3402,"Calla de una vez, ignorante. según los informes de Arribas-Arellano.",toxico
3403,Lo que acabas de decir es una tontería sin sentido. como dijo Juan Miranda Castellanos hace unos días.,toxico
3404,Eres un inútil completo y deberías renunciar. durante la sesión del martes pasado.,toxico
3405,Tu presencia aquí es una vergüenza nacional. como dijo José Ángel Cárdenas Flores hace unos días.,toxico
3406,Eres un inútil completo y deberías renunciar. como dijo Berta del Egea hace unos días.,toxico
3407,"Calla de una vez, ignorante. según los informes de Sandoval, Valero and Cantero.",toxico
3408,Eres el peor congresista que hemos tenido. durante el debate en Álava.,toxico
3409,Eres el peor congresista que hemos tenido. según los informes de Francisco PLC.,toxico
3410,No haces más que mentirle al pueblo. durante la sesión del martes pasado.,toxico
3411,Ese argumento es estúpido y sin fundamento. durante la sesión del martes pasado.,toxico
3412,"Lo que acabas de decir es una tontería sin sentido. según los informes de Muñoz, Goñi and Cuevas.",toxico
3413,Todo lo que dices es pura demagogia barata. durante la sesión del martes pasado.,toxico
3414,Tú no mereces estar en el congreso. que fue respaldado por varios congresistas.,toxico
3415,Lo que acabas de decir es una tontería sin sentido. durante la sesión del martes pasado.,toxico
3416,"Calla de una vez, ignorante. durante el debate en Burgos.",toxico
3417,Eres un inútil completo y deberías renunciar. durante el debate en Asturias.,toxico
3418,Lo que acabas de decir es una tontería sin sentido. que fue respaldado por varios congresistas.,toxico
3419,"Calla de una vez, ignorante. durante la sesión del martes pasado.",toxico
3420,Eres un inútil completo y deberías renunciar. durante la sesión del martes pasado.,toxico
3421,Ese argumento es estúpido y sin fundamento. durante el debate en Jaén.,toxico
3422,Eres un inútil completo y deberías renunciar. durante la sesión del martes pasado.,toxico
3423,"Calla de una vez, ignorante. según los informes de Guijarro Ltd.",toxico
3424,"Siempre hablas basura, no aportas nada. durante la sesión del martes pasado.",toxico
3425,No haces más que mentirle al pueblo. durante el debate en Salamanca.,toxico
3426,Todo lo que dices es pura demagogia barata. durante la sesión del martes pasado.,toxico
3427,Eres el peor congresista que hemos tenido. durante la sesión del martes pasado.,toxico
3428,Tu presencia aquí es una vergüenza nacional. durante el debate en Palencia.,toxico
3429,Todo lo que dices es pura demagogia barata. según los informes de Martínez Ltd.,toxico
3430,Eres un inútil completo y deberías renunciar. durante la sesión del martes pasado.,toxico
3431,Eres el peor congresista que hemos tenido. durante el debate en Asturias.,toxico
3432,No haces más que mentirle al pueblo. que fue respaldado por varios congresistas.,toxico
3433,"Siempre hablas basura, no aportas nada. como dijo Arturo Geraldo Parejo Mesa hace unos días.",toxico
3434,"Calla de una vez, ignorante. durante la sesión del martes pasado.",toxico
3435,Eres un inútil completo y deberías renunciar. durante el debate en Ciudad.,toxico
3436,"Siempre hablas basura, no aportas nada. que fue respaldado por varios congresistas.",toxico
3437,"Siempre hablas basura, no aportas nada. durante el debate en Barcelona.",toxico
3438,Eres el peor congresista que hemos tenido. como dijo Paloma Asensio hace unos días.,toxico
3439,Tú no mereces estar en el congreso. según los informes de Querol-Plana.,toxico
3440,Todo lo que dices es pura demagogia barata. durante el debate en Navarra.,toxico
3441,"Tu presencia aquí es una vergüenza nacional. según los informes de Rocamora, Ballester and Hierro.",toxico
3442,"Calla de una vez, ignorante. durante la sesión del martes pasado.",toxico
3443,Lo que acabas de decir es una tontería sin sentido. como dijo Gerardo Vives Camino hace unos días.,toxico
3444,Eres el peor congresista que hemos tenido. durante el debate en Lleida.,toxico
3445,Eres el peor congresista que hemos tenido. según los informes de Mur Ltd.,toxico
3446,Ese argumento es estúpido y sin fundamento. durante el debate en Córdoba.,toxico
3447,Tú no mereces estar en el congreso. durante el debate en La Rioja.,toxico
3448,No haces más que mentirle al pueblo. según los informes de Rubio-Valera.,toxico
3449,Eres el peor congresista que hemos tenido. durante la sesión del martes pasado.,toxico
3450,Lo que acabas de decir es una tontería sin sentido. que fue respaldado por varios congresistas.,toxico
3451,"Calla de una vez, ignorante. durante la sesión del martes pasado.",toxico
3452,Todo lo que dices es pura demagogia barata. durante la sesión del martes pasado.,toxico
3453,Eres un inútil completo y deberías renunciar. durante el debate en Córdoba.,toxico
3454,"Siempre hablas basura, no aportas nada. durante el debate en Salamanca.",toxico
3455,"Siempre hablas basura, no aportas nada. durante el debate en Vizcaya.",toxico
3456,Tu presencia aquí es una vergüenza nacional. durante el debate en Vizcaya.,toxico
3457,Tú no mereces estar en el congreso. que fue respaldado por varios congresistas.,toxico
3458,Eres el peor congresista que hemos tenido. que fue respaldado por varios congresistas.,toxico
3459,Ese argumento es estúpido y sin fundamento. que fue respaldado por varios congresistas.,toxico
3460,Tú no mereces estar en el congreso. durante el debate en Almería.,toxico
3461,Eres un inútil completo y deberías renunciar. según los informes de Pedro LLC.,toxico
3462,Eres el peor congresista que hemos tenido. durante el debate en Salamanca.,toxico
3463,Eres el peor congresista que hemos tenido. que fue respaldado por varios congresistas.,toxico
3464,Eres un inútil completo y deberías renunciar. según los informes de Leon-Novoa.,toxico
3465,Ese argumento es estúpido y sin fundamento. durante el debate en Salamanca.,toxico
3466,Ese argumento es estúpido y sin fundamento. durante el debate en La Rioja.,toxico
3467,"Calla de una vez, ignorante. durante el debate en Ávila.",toxico
3468,Eres el peor congresista que hemos tenido. que fue respaldado por varios congresistas.,toxico
3469,Ese argumento es estúpido y sin fundamento. que fue respaldado por varios congresistas.,toxico
3470,Lo que acabas de decir es una tontería sin sentido. durante el debate en Cádiz.,toxico
3471,Lo que acabas de decir es una tontería sin sentido. durante la sesión del martes pasado.,toxico
3472,No haces más que mentirle al pueblo. que fue respaldado por varios congresistas.,toxico
3473,Tú no mereces estar en el congreso. durante el debate en Pontevedra.,toxico
3474,Tú no mereces estar en el congreso. durante la sesión del martes pasado.,toxico
3475,"Siempre hablas basura, no aportas nada. durante la sesión del martes pasado.",toxico
3476,"Siempre hablas basura, no aportas nada. durante el debate en Ciudad.",toxico
3477,No haces más que mentirle al pueblo. que fue respaldado por varios congresistas.,toxico
3478,Ese argumento es estúpido y sin fundamento. como dijo Quirino González Antúnez hace unos días.,toxico
3479,Tú no mereces estar en el congreso. durante el debate en Santa Cruz de Tenerife.,toxico
3480,No haces más que mentirle al pueblo. según los informes de Roman-Puig.,toxico
3481,"Siempre hablas basura, no aportas nada. durante el debate en Murcia.",toxico
3482,Lo que acabas de decir es una tontería sin sentido. como dijo Moisés Palacio Gimeno hace unos días.,toxico
3483,Ese argumento es estúpido y sin fundamento. durante la sesión del martes pasado.,toxico
3484,Ese argumento es estúpido y sin fundamento. como dijo Bárbara Porta-Maestre hace unos días.,toxico
3485,"Todo lo que dices es pura demagogia barata. según los informes de Gonzalo, Ribes and Cazorla.",toxico
3486,"Eres el peor congresista que hemos tenido. según los informes de Llopis, Rivera and Corominas.",toxico
3487,No haces más que mentirle al pueblo. durante el debate en Valladolid.,toxico
3488,Ese argumento es estúpido y sin fundamento. durante el debate en Córdoba.,toxico
3489,No haces más que mentirle al pueblo. durante la sesión del martes pasado.,toxico
3490,Ese argumento es estúpido y sin fundamento. durante el debate en Córdoba.,toxico
3491,Eres el peor congresista que hemos tenido. durante el debate en Guadalajara.,toxico
3492,Eres un inútil completo y deberías renunciar. durante el debate en Valencia.,toxico
3493,Ese argumento es estúpido y sin fundamento. durante el debate en Navarra.,toxico
3494,No haces más que mentirle al pueblo. como dijo Clara Quero Navarrete hace unos días.,toxico
3495,Tu presencia aquí es una vergüenza nacional. durante la sesión del martes pasado.,toxico
3496,Ese argumento es estúpido y sin fundamento. según los informes de Guzmán-Soler.,toxico
3497,Ese argumento es estúpido y sin fundamento. como dijo Cándido Elpidio Gallardo Carreras hace unos días.,toxico
3498,Todo lo que dices es pura demagogia barata. durante la sesión del martes pasado.,toxico
3499,Tu presencia aquí es una vergüenza nacional. según los informes de Torrent PLC.,toxico
3500,Ese argumento es estúpido y sin fundamento. que fue respaldado por varios congresistas.,toxico
3501,Eres un inútil completo y deberías renunciar. que fue respaldado por varios congresistas.,toxico
3502,Ese argumento es estúpido y sin fundamento. durante la sesión del martes pasado.,toxico
3503,No haces más que mentirle al pueblo. durante el debate en Ávila.,toxico
3504,"Calla de una vez, ignorante. como dijo Yésica Oliveras hace unos días.",toxico
3505,Tu presencia aquí es una vergüenza nacional. durante el debate en La Rioja.,toxico
3506,Todo lo que dices es pura demagogia barata. según los informes de Vara Ltd.,toxico
3507,Tú no mereces estar en el congreso. durante el debate en Lleida.,toxico
3508,Todo lo que dices es pura demagogia barata. durante el debate en Cádiz.,toxico
3509,No haces más que mentirle al pueblo. como dijo Mayte Blázquez Tejero hace unos días.,toxico
3510,Todo lo que dices es pura demagogia barata. que fue respaldado por varios congresistas.,toxico
3511,Tú no mereces estar en el congreso. durante la sesión del martes pasado.,toxico
3512,Tú no mereces estar en el congreso. como dijo Joan Delgado Belda hace unos días.,toxico
3513,Eres un inútil completo y deberías renunciar. según los informes de Merino Group.,toxico
3514,Lo que acabas de decir es una tontería sin sentido. según los informes de Tejedor LLC.,toxico
3515,Eres el peor congresista que hemos tenido. durante la sesión del martes pasado.,toxico
3516,Ese argumento es estúpido y sin fundamento. según los informes de Prat PLC.,toxico
3517,Eres un inútil completo y deberías renunciar. durante el debate en Álava.,toxico
3518,"Siempre hablas basura, no aportas nada. como dijo Rosaura de Escobar hace unos días.",toxico
3519,Tú no mereces estar en el congreso. durante la sesión del martes pasado.,toxico
3520,"Calla de una vez, ignorante. como dijo Elodia Valcárcel Andrade hace unos días.",toxico
3521,No haces más que mentirle al pueblo. durante la sesión del martes pasado.,toxico
3522,Eres un inútil completo y deberías renunciar. durante el debate en Almería.,toxico
3523,Eres un inútil completo y deberías renunciar. que fue respaldado por varios congresistas.,toxico
3524,Ese argumento es estúpido y sin fundamento. según los informes de Quevedo-Jáuregui.,toxico
3525,Eres un inútil completo y deberías renunciar. durante la sesión del martes pasado.,toxico
3526,Todo lo que dices es pura demagogia barata. durante el debate en Guadalajara.,toxico
3527,Lo que acabas de decir es una tontería sin sentido. según los informes de Sureda-Vilalta.,toxico
3528,Eres el peor congresista que hemos tenido. que fue respaldado por varios congresistas.,toxico
3529,No haces más que mentirle al pueblo. como dijo Ruben Campillo Llanos hace unos días.,toxico
3530,"Tu presencia aquí es una vergüenza nacional. según los informes de Casado, Capdevila and Villar.",toxico
3531,"Siempre hablas basura, no aportas nada. según los informes de Manzano-Cabo.",toxico
3532,Lo que acabas de decir es una tontería sin sentido. como dijo Renato Roura Rius hace unos días.,toxico
3533,Tú no mereces estar en el congreso. durante el debate en Badajoz.,toxico
3534,Tú no mereces estar en el congreso. durante la sesión del martes pasado.,toxico
3535,Tú no mereces estar en el congreso. durante la sesión del martes pasado.,toxico
