texto,label
"Seeñor presidente, quisiera hacer una precisión. según los informes de Carreras-Vilalta.",0
Este proyecto tiene impacto positivo en la población. durante el debate en Castellón.,0
"Siiempre hablas basura, no aportas nada. como dijo jose luz toledo hace unos días.~",1
La comisión está trabajando arduamente en ello. como dijo Palmira de Pons hace unos días.,0
Los datos sobre política deben revisarse con evidencia y sin ataques personales. así de simple.!!!,0
Eres un inútil completo y deberías renunciar. como dijo Evita Aroca Mayoral hace unos días.,1
Hemos escuchado todas las posturas con respeto. durante el debate en Málaga.,0
Este proyecto tiene impacto positivo en la población. durante el debate en Madrid.~,0
"A ver, Tus argumentos sobre salud son un desasrte, deja de hablar sin saber. así de simple.",1
"Gracias por su intervención, congresista. como dijo Ana Belén del Arco hace unos días.",0
"Siempre hablas basura, no aportas nada. durante el debate en Guipúzcoa.",1
Tu presencia aquí es una vergüenza nacional. como dijo Serafina Ramírez Barral hace unos días.!!!,1
"Oyeee, Agradezco los aportes sobre educación; mantengamos un debate constructivo.",0
"Mira, Basta de basura en medio ambiente, aprende antes de opinar. ¿ok?",1
Hemos escuchado todas las posturas con respeto. como dijo Javiera Barros Barón hace unos días.,0
Tu presencia aquí es una vergüenza nacional. como dijo Rodolfo Pi hace unso días.,1
"Eres el peor congresista que hemos tenido. según los informes de Teruel, Lillo and Montoya.",1
Quiero agradecer al equipo técnico por su esfuerzo. durante el debate en La Coruña.,0
Túú no mereces estar en el congreso. como dijo Soraya Piñeiro Mendoza hace unos ídas.,1
"Sinceramente, Considero que cultura requiere un análisis técnico y respeto por todas las opiniones. y punto.",0
"Oyee, Tus argumentos sobre economía son un desatsre, deja de hablar sin saber.~",1
Lo que acabas de decir es una tontería sin sentido. como dijo Samanta del Chico hace unso días. 😡,1
"Gracias por su intervención, congresista. como dijo Narciso Llabrés Dominguez hace unos días.",0
"Siiinceramente, Agradezco los aportes sobre deportes; mantengamos un debate cnostructivo.",0
Eres el peor congresista que hemos tenido. como dijo Valeria Baró-Carrión hace unos días.,1
Eres el peor congresista que hemos tenido. según los informes de Peiró-Bustos.,1
"Oye, Considero que deportes requiere un análisis técnico y respeto por todas las opiniones. ¿ok?",0
Tuuu presencia aquí es una vergüenza nacional. como dijo Jose Manuel Badía Pujol hace unos días.,1
Ese argumento es estúpido y sin fundamento. según los informes de Cisneros and Sons.,1
"A ver, Qué comentario tan ignorante sobre transporte, ni te has informado. fin.",1
"Basta de basura en política, aprende antes de opinar. ...",1
Todo lo que dices es pura demagogia barata. según los informes de Prado Inc.,1
Celebro las mejoras recientes en deportes; sigamos colaborando. ¿queda claro?,0
Tooodo lo que dices es pura demagogia barata. según los informes de Miguel-Amador.~,1
No haces más que mentirle al pueblo. según los informes de Taboada Inc. ...,1
Tú no mereces estar en el congreso. durante el debate en melilla.,1
Eres un inútil completo y deberías renunciar. como dijo Julio César Oliva Pineda hace unos días.,1
"Sinceramente, celebro las mejoras recientes en economía; sigamos colaborando.",0
"Mira, Deja de decir tontreías con seguridad, cansas a cualquiera.",1
La comisión está trabajando arduamente en ello. como dijo Marcelino Tamarit Merino hace unos días.,0
"Calla de una vez, ignorante. según los informes de salmerón, aguirre and lobo.~",1
Tooodo lo que dices es pura demagogia barata. según los informes de gras ltd.,1
"A veer, los datos sobre seguridad deben revisarse con evidencia y sin ataques personales. fin.",0
"Mira, Celebro las mejoras recientes en tecnología; sigamos colaborando. y punto.",0
Eres el peor congresista que hemos tenido. según los informes de Llopis PLC.,1
Este proyecto tiene impacto positivo en la población. como dijo Emilio Hidalgo Antón hace unos días.,0
"Gracias por su intervención, congresista. según los informes de Mur-Robledo.",0
"Siempre hablas basura, no aportas nada. según los informes de Exposito, Alvarado and Mesa.!!!",1
"Mira, Considero que cultura requiere un análisis técnico y respeto por todas las opiniones.",0
"Mira, Tus argumentos sobre educación son un desastre, deja de hablar sin saber.",1
Tuu presencia aquí es una vergüenza nacional. durante el debate en Málaga.!!!,1
Todo lo que dices es pura demagogia barata. como dijo Isaías Palmer Menéndez hace unos días.,1
Estoy de acuerdo con su propuesta en parte. según los informes de Puig-Escolano.,0
"En serio, Celebro las mejoras recientes en salud; sigamos colaborando. así de simple.",0
Hemos escuchado todas las posturas con respeto. como dijo Ángela Ani Pont Morata hace unos días. 🤨,0
"A veer, tus argumentos sobre economía son un desastre, deja de habalr sin saber. 🤨",1
Este proyecto tiene impacto positivo en la población. como dijo horacio manjón bneito hace unos días. ...,0
Propongo escuchar a todas las partes involucradas en deportes antes de decidir. así de simple.,0
"Calla de una vez, ignorante. según los informes de Donoso and Sons.",1
Eres el peor congresista que hemos tenido. como dijo Martin Bastida-Morcillo hace unos días.,1
"En serio, deaj de decir tonterías con deportes, cansas a cualquiera. fin.",1
"Basta de basura en transporte, aprende antes de opinar. así de simple.",1
Propongo escuchra a todas las partes involucradas en tecnología antes de decidir.,0
Lo que acabas de decir es una tontería sin sentido. como dijo Sonia Olivera Aragón hace unos días.,1
"Gracias por su intervención, congresista. como dijo Manuel Teruel Pujol hace unos días.",0
Todo lo que dices es pura demagogia barata. como dijo Delia Arellano Qiuntanilla hace unos días.,1
La comisión está trabajando arduamente en ello. según los informes de Bueno Inc.,0
Celebro las mejoras recientes en cultura; sigamos colaborando. fin. ...,0
"Oye, Qué comentario tan ignorante sobre medio ambiente, ni te has informado. fin. ❗",1
La comisión está trabajando arduamente en ello. como dijo regina del melero hace unos días.!!!,0
No haces más que mentirle al pueblo. como dijo Haroldo Suárez Galván hace unos días.,1
"Siiinceramente, Los datos sobre deportes deben revisarse con evidencia y sin ataques personales. ¿queda claro?",0
Tú no merecse estar en el congreso. durante el debate en Zamora. 😡,1
Tu presencia aquí es una vergüenza nacional. según los informes de Duran and Sons.,1
"En serio, Qué comentario tan ignorante sobre economía, ni te has informado. fin.",1
Ese argumento es estúpido y sin fundamento. durnate el debate en valladolid. ❗,1
"Sinceramente, deja de decir tonterías con deportes, cansas a cualquiera.",1
Esee argumento es estúpido y sin fundamento. según los informes de Gomila-Alcántara.,1
"Eres un inútil completo y deberías renunciar. según los informes de Tamarit, Garmendia and Codina.",1
"Seeeñor president,e quisiera hacer una precisión. como dijo Yago Macias Pareja hace unos días.",0
"Basta de basura en educación, aprende antes de opinar. ¿queda claro?",1
"Siiempre hablas basura, no aportas nada. como dijo candela casanova blanch hace unos días.",1
"Sinceramente, Propongo escuchar a todas las partes involucradas en deportes antes de decidir. y punto.",0
Lo que acabas de decir es una tontería sin sentido. durante el debate en Almería.,1
"En serio, Eres insoportable hablando de seguridad; solo repites disparates.",1
"Siinceramente, Eres insoportable hablando de transporte; solo repites disparates. ¿ok?",1
Heeemos escuchado todas las posturas con respeto. como dijo guadalupe lupita vazquez carballo hace unos días.!!!,0
Propongo escuchar a todas las partes involucradas en transporte antes de decidir. así de simple.,0
Tu presencia aquí es una vergüenza nacional. como dijo josé ángel cárdenas flores hace unos días.,1
"Celebro la participación de todos los colegas. según los informes de arcos, gargallo and tovar. ❗",0
"Sinceramente, Deja de decir tonterías con medio ambiente, cansas a cualquiera. y punto.",1
Agraadezco los aportes sobre salud; mantengamos un debate constructivo. ¿queda claro?,0
"Sinceramente, Qué comentario tan ignorante sobre salud, ni te has informado.",1
"A ver, Tus argumentos sobre cultura son un desastre, deja de hablar sin saber. así de simple.!!!",1
No haces más que mentirle al pueblo. como dijo Manu Almansa Clavero hace unos días.,1
Eres insoportable hablando de cultura; solo repites disparates. y punto. 😡,1
"Sinceramente, Propongo escuchar a todas las partes involucradas en educación antes de decidir. ¿queda claro?",0
Estoy de acuerdo con su propuesta en parte. como dijo Gilberto Ricart-Piquer hace unos días.,0
Erees insoportable hablando de salud; solo repites disparates. ¿queda claro?,1
"Baaasta de basura en tecnología, aprende antes de opinar. así de simple.",1
Eres el peor congresista que hemos tenido. según los informes de baena ltd.,1
Heemos escuchado todas las posturas con respeto. durante el debate en Vizcaya. 😡,0
"A ver, Qué comentario tan ignorante sobre economía, ni te has informado.~",1
Looo que acabas de decir es una tontería sin sentido. que fue respaldado por varios congresistas. 😡,1
"Este proyetco tiene impacto positivo en la población. según los informes de villalba, figueroa and márquez.",0
"Señor presidente, quisiera hacer una precisión. durante el debate en Salamanca.",0
"En seeerio, Basta de basura en transporte, aprende antes de opinar. ¿queda claro?",1
"Señor presidente, quisiera hacer una precisión. como dijo hortensia del coello hace unos días. 😡",0
Looos datos sobre medio ambiente deben revisarse con evidencia y sin ataques personales. 😒,0
"A ver, Deja de decir tonterías con seguridad, cansas a cualquiera.",1
Ese argumento es estúpido y sin fundamento. según los informes de Merino-Vidal.,1
"Calla de una vez, ignorante. según los informes de ballesteros-juliá.",1
"En serio, Agradezco los aportes sobre cultura; mantengamos un debate constructivo. fin.",0
"Ese argumento es estúpido y sin fundamento. según los informes de Blasco, Carrasco and Vaquero.~",1
"Baasta de basura en transporte, aprende antes de opinar.~",1
Agradezco los aportes sobre medio ambiente; mantengamos un debate constructivo.,0
Noo haces más que mentirle al pueblo. según los informes de Valencia Group.,1
"Siempre hablas basura, no aportas nada. como dijo Juan Bautista Alba Naranjo hace unos días.",1
"La comisión está trabajando arduamente en ello. según los informes de Arévalo, Casanovas and Abril.",0
"Eres el peor congresista que hemos tenido. según los informes de aliaga, franco and losada.",1
La comisión está trabajando arduamente en ello. como dijo América del Hernández hace unos días.,0
"En serio, celebro las mejoras recientes en economía; sigamos colaborando. así de simple.",0
"Esteee proyecto tiene impacto positivo en la población. según los informes de Palau, Ibáñez and Cid. ...",0
Eres el peor congresista que hemos tenido. como dijo Camila de Pardo hace unos días.,1
"En serio, Basta de basura en economía, aprende antes de opinar. y punto.",1
"Miir,a eres insoportable hablando de seguridad; solo repites disparates.",1
Eres el peor congresista que hemos tenido. udrante el debate en Jaén.,1
"Miira, Celebro las mejoras recientes en seguridad; sigamos colaborando. fin.",0
Ceelebro las mejoras recientes en salud; sigamos colaborando. 🤨,0
"A ver, Celebro las mejoras recientes en política; sigamos colaboradno. ¿ok? ...",0
"Oye, Eres insoportable hablando de educación; solo repites disparates.",1
Tú no mereces estar en el congreso. como dijo Soraya Piñeiro Mendoza hace unos días. 😡,1
Eres insoportable hablando de salud; solo repites dispaartes.,1
"En serio, los datos sobre educación deben revisarse con evidencia y sin ataques personales. ¿queda claro? 😡",0
"Señor presidente, quisiera hacer una precisión. como dijo Humberto Pavón hace unos días.",0
Loo que acabas de decir es una tontería sin sentido. como dijo casemiro cordero antón hace unos días.,1
Celebro la participación de todos los colegas. como dijo Visitación Muñoz Barrena hace unos días.,0
Hemos escuchado todas las posturas con respeto. según los informes de Verdú-Bru. ...,0
Eres el peor congresista que hemos tenido. según los informes de giralt inc.,1
Eseee argumento es estúpido y sin fundamento. como dijo Ariel Menendez-Fuente hace unos días.,1
"Graacias por su intervención, congresista. según los informes de Gracia, Folch and González.",0
Tuuu presencia aquí es una vergüenza nacional. según los informes de Portero Inc.,1
Agradezco los aportes sobre política; mantengamos un debate constructivo. ¿queda claro?,0
"Señor presidente, quisiera hacer una precisión. según los informes de Bravo-Cano.",0
"La comisión está trabajando arduamente en ello. según los informes de Diéguez, Rodríguez and Mercader.",0
Ese argumento es estúpido y sin fundamento. durante el debate en Salamanca.,1
Hemos escuchado todas las posturas con respeto. durante el debate en Cantabria.,0
Eseee argumento es estúpido y sin fundamento. según los informes de guzmán-soler. 😡,1
"Mira, Agradezco los aportes sobre política; mantengamos un debate constructivo. fin.",0
Solicito una segunda votación por favor. durante el debate en Madrid.,0
Celebro la participación de todos los colegas. según los informes de Ferreras-Torres.,0
"Siempre hablas basura, no aportas nada. según los informes de Amores-Mayol.",1
Heeemos escuchado todas las posturas con respeto. según los informes de Ochoa-Olivé.,0
"Celebro la participación de todos los colegas. según los informes de Tolosa, Costa and Carreras.",0
La comisión está trabajando arduamente en ello. como dijo Pacífica Valero Acosta hace unos días.,0
Laaa comisóin está trabajando arduamente en ello. como dijo Javiera Morell Sabater hace unos días.,0
"Oye, Eres insoportable hablando de cultura; solo repites disparates. fin.",1
Celebro la participación de todos los colegas. según los informes de Azcona PLC.,0
Eres un inútil completo y deberías renunciar. durante el debate en alicante.,1
"Siempre hablas basura, no aportas nada. según los informes de Bernal Inc.",1
Estoy de acuerdo con su propuesta en parte. según los informes de Barroso-Cerro.,0
Tu presencia aquí es una vergüenza nacional. como dijo Isabela Pla Vicens hace unos días.,1
Considero que política requiere un análisis técnico y respeto por todas las opiniones. ¿ok? ...,0
"Mira, Agradezco los aportes sobre tecnología; mantengamos un debate constructvio.",0
"Siempre hablas basura, no aportas nada. según los informes de Uría, Quirós and Antón.",1
"Siempre hablas basura, no aportas nada. como dijo Calixta María Luisa Araujo Marquez hace unos días.",1
"Señor presidente, quisiera hacer una precisión. como dijo Paco Rosell Palomares hace unos días.",0
"Estoy de acuerdo con su propuesta en parte. según los informes de Cortés, Torrijos and Yuste.",0
Tu presencia aquí es una vergüenza nacional. según los informes de fortuny llc.,1
"A ver, Celebro las mejoras recientes en medio ambiente; sigamos colaborando. así de simple.",0
"Hemos escuchado todas las posturas con respeto. según los informes de gaya, sola and díez. ❗",0
"Mira, Considero que educación requiere un análisis técnico y respeto por todas las opiniones.",0
Celebro la participación de todos los colegas. según los informes de Maldonado-Olivera.,0
Celebro las mejoras recientes en tecnología; sigamos colaborando. ¿ok? 😒,0
Este proyecto tiene impacto positivo en la población. según los informes de Fajardo Inc.,0
No haces más que mentirle al pueblo. como dijo Francisca Marqués Medina hace unos días.,1
Soolicito una segunda votación por favor. según los informes de Colom Ltd. 😒,0
La comisión está trabajando arduamente en ello. como dijo Adora del Aguiló hace unos días.,0
"A ver, qué comentario tan ignorante sobre educación, ni te has informado. ¿queda claro? 😒",1
"Mira, celebro las mejoras recientes en medio ambiente; sigamos colaborando.",0
"Sinceramente, Tus argumentos sobre educación son un desastre, deja de hablar sin saber. así de simple.",1
"Señor presidente, qusiiera hacer una precisión. durante el debate en Asturias.",0
"Señor presidente, quisiera hacer una precisión. según los informes de Sevilla PLC.",0
"Oye, Deja de decir tonterías con salud, cansas a cualquiera.",1
Nooo haces más que mentirle al pueblo. según los informes de Barberá-Morales.,1
"Mira, Considero que seguridad requiere un análisis técnico y respeto por todas las opiniones.",0
"A ver, los datos sobre economía deebn revisarse con evidencia y sin ataques personales. y punto. 😒",0
Propongo escuchar a todas las partes involucradas en cultura antes de decidir. ¿ok?,0
Quiero agradecer al equipo técnico por su esfuerzo. según los informes de Guardiola-Aparicio.,0
Túú no mereces estar en el congreso. según los informes de vigil-lamas. 🤨,1
Estoy de acuerdo con su propuesta en parte. como dijo Cirino de Gaya hace unos días. 😡,0
Ese argumento es estúpido y sin fundamento. como dijo césar frías milla hace unos días.,1
"Siempre hablas basura, no aoprtas nada. según los informes de Heras LLC.~",1
Considero que debemos revisar el dictamen nuevamente. durante el debate en Guadalajara.~,0
"Oye, Eres insoportable hablando de economía; solo repites disparates.",1
"En seerio, Qué comentario tan ignorante sobre transporte, ni te has informado.",1
"Gracias por su intervención, congresista. según los informes de Gómez-Martín.",0
No haces más que mentirle al pueblo. según los informes de Valencia Group.,1
"En serio, Los datos sobre cultura deben revisarse con evidencia y sin ataques personales. fin.",0
Eres insoportable hablando de transporte; solo repites disparates. así de simple.,1
"Mira, Considero que seguridad requiere un análisis técnico y respeto por todas las opiniones. ¿ok?",0
Toodo lo que dices es pura demagogia barata. como dijo victoria roig rodriguez hace unos días. 😒,1
Hemos escuchado todas las posturas con respeto. como dijo Elena Macias-Ribes hace unos días.,0
"En serio, Basta de basura en medio ambiente, aprende antes de opinar. así de simple.",1
"Miira, Propongo escuchar a todas las partes inovlucradas en educación antes de decidir.",0
No haces más que mentirle al pueblo. según los informes de Taboada Inc.,1
Estoy de acuerdo con su propuesta en parte. como dijo Josep Agudo-Torrijos hace unos días.,0
"Oye, Celebro las mejoras recientes en política; sigamos colbaorando.",0
Considero que deportes requiere un análisis técnico y respeto por todas las opiniones. 😒,0
Celebro las mejoras recientes en cultura; sigamos colaborando. ❗,0
"Siiempre hablas basura, no aportas nada. como dijo asunción mancebo leiva hace unos días.",1
Tuuu presencia aquí es una vergüenza nacional. que fue respaldado por varios congresistas. 😡,1
"Tus argumentos sobre economía son un desastre, deja de hablar sin saber. ¿ok?",1
"Todo lo que dices es pura demagogia barata. según los informes de Artigas, Gimenez and Ramos.",1
No haces más que mentirle al pueblo. como dijo Fito de Company hace unos días.,1
"Caaalla de una vez, ignorante. según los informes de Porras-Barco.!!!",1
"Gracias por su intervención, congresista. como dijo José María Rogelio Cuevas Bernad hace unos días.",0
Ceeelebro las mejoras recientes en economía; sigamos colaborando. 😒,0
"Calla de una vez, ignorante. según los informes de Losada PLC.",1
Celebro las mejoras recientes en salud; sigamos colaborando.~,0
Laa comisión está trabajando arduamente en ello. según los informes de Villena-Piñol.,0
Considero que medio ambiente requiere un análisis técnico y respeto por todas las opiniones. y punto.,0
"Mira, Deja de decir tonterías con política, cansas a cualquiera. y punto.",1
"En serio, Los datos sobre deportes deben revisarse con evidencia y sin ataques personales.",0
"Oye, Agradezco los aportes sobre deportes; mantengamos un debate constructivo. y punto.",0
"Gracias por su intervención, congresista. según los informes de Alvarez-Nicolás.",0
Tu presencia aquí es una vergüenza nacional. durante el debate en baleares.,1
Tú no mereces estar en el congreso. durante el debate en Álava.,1
"Calla de una vez, ignorante. según los informes de Pla, Fuentes and Aliaga.",1
"Mira, eres insoportable hablando de cultura; solo repites disparates. 😒",1
"En serio, Eres insoportable hablando de tecnología; solo repites disparates.",1
Estoy de acuerdo con su propuesta en parte. como dijo Ana Escribano hace unos días.,0
Ese argumento es estúpido y sin fundamento. como dijo Elba Fortuny Angulo hace unos días. 😡,1
Los datos sobre seguridad deben revisarse con evidencia y sin ataques personales. 😒,0
Ese argumento es estúpido y sin fundamento. como dijo Lilia Ramos-Esparza hace unos días.,1
No haces más que mentirle al pueblo. como dijo Edgardo de Carreño hace unos días.,1
Tuuu presencia aquí es una vergüenza nacional. según los informes de pineda-meléndez.,1
No haces más que mentirle al pueblo. como dijo Casandra Alegre Ramírez hace unos días.,1
Solicito una segunda votación por favor. como dijo florinda amores abad hace unos días.,0
"Siempre hablas basura, no aportas nada. como dijo Chus Ferrán-Balaguer hace unos días.",1
Eres el peor congresista que hemos tenido. como dijo Sabas Benavent Vall hace unos días. 🤨,1
Todo lo que dices es pura demagogia barata. según los informes de Río Inc. 😡,1
"Oye, Deja de decir tonterías con tecnología, cansas a cualquiera.",1
"En serio, Qué comentario tan ignorante sobre tecnología, ni te has informado. ¿queda claro?",1
Propongo escuchar a todas las partes involucradas en medio ambiente antes de decidir.!!!,0
"Siempre hablas basura, no aportas nada. según los informes de Buendía, Isern and Macias. ...",1
Erees un inútil completo y deberías renunciar. según los informes de Almansa-Palomo.,1
"Calla de una vez, ignorante. como dijo Felipa Chelo Mate Lumbreras hace uons días.",1
"Todo lo que dices es pura demagogia barata. según los informes de Tejedor, Cuadrado and Aller.",1
"Calla de una vez, ignorante. durante el debate en Guipúzcoa.",1
La comisión está trabajando arduamente en ello. según los informes de Bermejo LLC.,0
"Heemos escuchado todas las posturas con respeto. según los informes de Pareja, Fuente and Gabaldón.",0
Todo lo que dices es pura demagogia barata. durante el debate en huesca.,1
"Siempre hablas basura, no aportas nada. según los informes de Plana, Rivero and Ortuño.",1
Tu presencia aquí es una vergüenza nacional. durante la sesión del martes pasado.,1
Eres el peor congresista que hemos tenido. como dijo Jordi Sarmiento Peraels hace unos días. ...,1
"Deja de decir tonterías con política, cansas a cualquiera. y punto.!!!",1
Lo que acabas de decir es una tontería sin sentido. durante el debate en Vizcaya.,1
Heemos escuchado todas las posturas con respeto. durante la sesión del martes pasado.~,0
La comisión está trabajando arduamente en ello. durante el debate en Baleares.,0
Sooolicito una segunda votación por favor. durante el debate en Girona. 🤨,0
Noo haces más que mentirle al pueblo. durante el debate en badajoz.,1
"Señor presidente, quisiera hacer una precisión. según los informes de Bilbao Group.",0
La comisión está trabajando arduamente en ello. como dijo Jovita Muñoz Contreras hace unos días.,0
Ese argumento es estúpido y sin fundamento. como dijo Cándido de Cortés hace unos días.,1
Agradezco los aportes sobre economía; mantengamos un debate constructivo. así de simple. ❗,0
Eres el peor congresista que hemos tenido. durante el debate en Segovia.,1
"Quiero agradecer al equipo técnico por su esfuerzo. según los informes de nebot, casanovas and lluch.!!!",0
Ese argumento es estúpido y sin fundamento. como dijo Emiliana Juanita Lladó Pinilla hace unos días.,1
"Sinceramente, Tus argumentos sobre tecnología son un desastre, deja de hablar sin saber. así de simple.",1
Solicito una segunda votación por favor. como dijo Javi Benavente Gomis hace unos días.,0
"Siempre hablas basura, no aportas nada. como dijo Juana Pareja hace unos días.",1
"Gracias por su intervención, congresista. esgún los informes de Pazos-Frías.",0
No haces más que mentirle al pueblo. según los informes de Dueñas-Villegas.,1
"Sinceramente, Qué comentario tan ignorante sobre educación, ni te has informado. fin.",1
"Sinceramente, Eres insoportable hablando de política; solo repites disparates. fin.",1
"En serio, los datos sobre economía deben revisarse con evidencia y sin ataques personales. 😡",0
Eres un inútil completo y deberías renunciar. durante el debate en Málaga.,1
"En serio, Celebro las mejoras recientes en seguridad; sigamos colaborando. y punto.",0
Ceelebro la participación de todos los colegas. como dijo Nerea Chamorro-Iglesia hace unos días. 🤨,0
"Oye, Deja de decir tonterías con política, cansas a cualquiera. así de simple. 😒",1
Hemos escuchado todas las posturas con respeto. como dijo joel montesinos pinedo hace unos días.,0
Propongo escuchar a todas las partes involucradas en tecnología antes de decidir. fin. ...,0
"Estoy de acuerdo con su propuesta en parte. según los informes de Carrera, Montserrat and Heras.",0
Considero que educación requiere un análisis técnico y respeto por todas las opiniones. así de simple.,0
"Calla de una vez, ignorante. según los informes de Salmerón Inc.",1
"Mira, Eres insoportable hablando de salud; solo repites disparates. ¿queda claro? 😡",1
"Calla de una vez, ignorante. según los informes de Amaya and Sons.!!!",1
Estoy de acuerdo con su propuesta en parte. como dijo Marisa Soto hace unos días.,0
Estee proyecto tiene impacot positivo en la población. según los informes de Riera LLC.,0
Tu presencia aquí es una vergüenza nacional. como dijo gabino raya alcalde hace unos días. 😒,1
"Oye, Celebro las mejoras recientes en economía; sigamos colaborando. 😒",0
Túúú no mereces estar en el congreso. como dijo Desiderio Herrero Báez hace unos días.,1
Sooolicito una segunda votación por favor. como dijo pascual tapia hace unos días.,0
"No haces más que mentirle al pueblo. según los informes de Alcalde, Luján and Aranda.",1
Considero que debemos revisar el dictamen nuevamente. durante el debate en Asturias.,0
Tuuu presencia aquí es una vergüenza nacional. como dijo Marcos Lago Rey hace unos días.~,1
Tú no mereces estar en el congreso. como dijo Adrián Goicoechea Cobo hace unos días.,1
Este proyecto tiene impacto positivo en la población. según los informes de Vicente PLC.,0
Estoy de acuerdo con su propuesta en parte. según los informes de segarra-isern. ...,0
"Qué comentario tan ignoarnte sobre medio ambiente, ni te has informado.!!!",1
Eseee argumento es estúpido y sin fundamento. como dijo Adelia Roda Novoa hace unos días. 🤨,1
Celebro la participación de todos los colegas. según los informes de Montaña Inc.,0
Tu presencia aquí es una vergüenza nacional. durante el debate en Palencia. 😡,1
Hemos escuchado todas las posturas con respeto. como dijo Fidela Pou-Báez hace unos días.~,0
"Gracias por su intervención, congresista. según los informes de Llobet and Sons.",0
Cooonsidero que seguridad requiere un análisis técnico y respeto por todas las opiniones. ¿queda claro?,0
"Quué comentario tan ignorante sobre medio ambiente, ni te has informado. ¿ok?",1
Coonsidero que salud requiere un análisis técnico y respeto por todas las opiniones.,0
Eres un inútil completo y deberías renunciar. durante el debate en Pontevedra.,1
Solicito una segunda votación por favor. como dijo Rosario Manso Pineda hace unos días.,0
Quiero agradecer al equipo técnico por su esfuerzo. como dijo Concepción Almazán Ángel hace unos días.,0
Considero que debemos revisar el dictamen nuevamente. como dijo Malena de Bosch hace unos días.,0
Este proyecto tiene impacto positivo en la población. como dijo Valero Morcillo Zurita hace unos días.,0
Esee argumento es estúpido y sin fundamento. como dijo Fernando Menendez-Milla hace unos días.,1
Eres el peor congresista que hemos tenido. según los informes de Vila-Jáuregui.,1
Celebro la participación de todos los colegas. como dijo Pío Ortiz hace unos días. 🤨,0
Celebro la participación de tdoos los colegas. según los informes de Bonilla Inc.,0
"Oyee, Celebro las mejoras recientes en economía; sigamos colaborando.",0
Eres el peor congresista que hemos tenido. como dijo filomena samper quirós hace unos días.,1
"Oye, Basta de basura en transporte, aprende antes de opinar. ¿ok?!!!",1
"Gracias por su intervención, congresista. como dijo Tamara Ámbar Hidalgo Santiago hace unos días.",0
"Noo haces más que mentirle al pueblo. según los informes de Yuste, Barón and Rivas. ❗",1
Eres un inútil completo y deberías renunciar. como dijo Carmela Rosado Angulo hace unos días.,1
Tú no mereces estar en el congreso. según los informes de Taboada Ltd. ❗,1
"Graaacias por su intervención, congresista. según los informes de Cal-Segovia.",0
"Siempre hablas basura, no aportas nada. durante el debate en Palencia.",1
Lo que acabas de decir es una tontería sin sentido. como dijo Marcia Barón Ripoll hace unos días.,1
"Sinceramente, Deja de decir tonterías con transporte, cansas a cualquiera. ¿queda claro?",1
Todo lo que dices es pura demagogia barata. como dijo Valero Camino hace unos días.,1
Esteee proyecto tiene impacto positivo en la población. según los informes de Vila-Quesada.,0
Quiero agradecer al equipo técnico por su esfuerzo. como dijo Chema Menendez Salamanca hace unos días.,0
Considero que seguridad requiere un análisis técinco y respeto por todas las opiniones. 😒,0
"En seeerio, Propongo escuchar a todas las partes involucradas en política antes de decidir. fin.",0
"Señor presidente, quisiera hacer una precisión. como dijo Ramona de Huerta hace unos días.",0
"Miiira, Celebro las mejoras recientes en seguridad; sigamos colaborando. ¿ok?",0
Tooodo lo que dices es pura demagogia barata. según los informes de Soto LLC.,1
La comisión está trabajando arduamente en ello. según los informes de Echeverría LLC.,0
Eres un inútil completo y deberías renunciar. según los informes de Casado-Ibáñez.,1
"Sinceramente, Basta de basura en educación, aprende antes de opinar. ¿ok? 🤨",1
Eres insoportable hablando de cultura; solo repites disparates.!!!,1
"En serio, Considero que cultura requiere un análisis técnico y respeto por todas las opiniones. ¿ok?",0
"En seerio, Basta de basura en tecnología, aprende antes de opinar.",1
Estoy de acuerdo con su propuesta en parte. según los informes de Coello and Sons.,0
Quiero agradecer al equipo técnico por su esfuerzo. según los informes de Sánchez-Bosch.,0
"Mira, Tus argumentos sobre medio ambiente son un desastre, deja de hablar sin saber. fin.~",1
Solicito una segunda votación por favor. según los informes de Zorrilla-Armas.,0
"Deja de decir tonterías con medio ambiente, cansas a cualquiera. ❗",1
"A ver, eres insoportable hablando de seguridad; solo repites disparates. ¿queda claro?",1
"En serio, Agradezco los aportes sobre educación; mantengamos un debate constructivo. 🤨",0
"Tus argumentos sobre política son un desastre, deja de hablar sin saber. y punto.",1
"En seroi, Deja de decir tonterías con salud, cansas a cualquiera. ¿ok?~",1
Los datos sobre tecnología deben revisarse con evidencia y sin ataques personales. ¿queda claro?,0
"Deeja de decir tonterías con economía, cansas a cualquiera. ¿ok?",1
"Mira, Tus argumentos osbre tecnología son un desastre, deja de hablar sin saber. ...",1
Eres el peor congresista que hemos tenido. como dijo Apolinar Oliveras Ropero hace unos días.,1
Tú no mereces estar en el congreso. como dijo Soraya Piñeiro Mendoza hace unos días.,1
"A veer, los datos sobre política deben revisarse con evidencia y sin ataques personales.",0
Considero que debemos revisar el dictamen nuevamente. según los informes de Vives-Vall. ...,0
"Oyee, Qué comentario tan ignorante sobre deportes, ni te has informado.",1
Estee proyecto tiene impacto positivo en la población. durante el debate en Barcelona.,0
La comisión está trabajando arduamente en ello. como dijo Isidora Aguiló Ramis hace unos días.,0
La comisión está trabajando arduamente en ello. según los informes de Blanca-Pareja.,0
Propongo escuchar a todas las partes involucradas en economía antes de decidir. ¿ok?,0
